Type,1,1.5,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,50
All-All,46.66908213,533.5200138,118.4211525,32.40959282,8.646221532,158.4179607,13.83756039,24.60162181,4.883799172,0.800465839,0.559178744,65.85205314,303.2754486,19.21635611,12.70540028,9.239648033,6.373619738,0,68.3015873,12.26923741
All-Did,57.82257375,533.9345593,149.1944354,114.9256653,74.40757238,428.8605792,269.135906,60.26669484,69.54914005,42.36986301,95.32352941,69.00714157,318.2950656,100.3405405,104.4546099,135.5772152,46.03302181,0,82.12343118,80.71793417
Students-All,47.42857143,559.1036217,65.4195171,24.90945674,6.698189135,115.5392354,144.0301811,19.34104628,2.3722334,0.412474849,0.749496982,58.52414487,251.1146881,28.55432596,8.59054326,10.4305835,8.782696177,0,73.74849095,14.25050302
Students-Did,56.66346154,559.1036217,103.7113238,102.3140496,52.84126984,390.6326531,286.332,57.04747774,53.59090909,29.28571429,149,61.82040383,273.9934138,112.6309524,102.8795181,159.5076923,64.19117647,0,83.97021764,92.58169935
Female-All,54.66821274,539.4299629,137.898423,40.75030921,9.208410637,129.5524119,13.98407545,28.80318491,5.895021645,0.67965368,0.617501546,64.07606679,288.2892703,14.04823748,15.18027211,9.679189858,8.355596784,0,65.83194187,13.05225727
Female-Did,64.80828446,539.5968141,159.8149077,125.0939725,71.15890084,405.1958414,263.6997085,66.04005672,68.57733813,38.56140351,95.0952381,67.07298916,302.5563849,83.66850829,103.9005291,126.4747475,46.11262799,0,80.52212557,78.75186567
