TUFINLWGT,TEAGE,Sex,Employment_Status,InSchool,EmploymentStatusSpouse,WeekdayReported,TRHOLIDAY,TRTEC,TRTHH,1,101,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,50
5258949.468,24,Female,Employed - at work,Yes,,Saturday,0,-1,0,80,700,5,0,0,0,0,0,0,0,0,40,615,0,0,0,0,,0,0
4004949.653,28,Female,Employed - at work,Yes,Employed,Sunday,0,-1,780,90,630,0,30,0,0,120,0,0,0,0,90,250,0,165,0,0,,65,0
9804113.432,19,Male,Employed - at work,Yes,,Wednesday,0,-1,0,0,720,0,0,0,240,225,0,0,0,0,0,175,0,0,0,0,,80,0
20333267.47,23,Female,Employed - at work,Yes,,Tuesday,0,-1,0,30,585,60,0,0,0,245,0,0,0,0,125,120,30,0,205,0,,40,0
44081375.27,28,Male,Employed - at work,Yes,,Monday,0,-1,0,10,268,5,0,0,805,0,0,0,0,0,12,250,0,0,0,0,,90,0
13538283.02,17,Female,Not in labor force,Yes,,Sunday,0,-1,0,10,907,0,0,0,0,0,60,0,0,0,3,420,0,0,0,0,,40,0
6753890.47,34,Female,Not in labor force,Yes,,Tuesday,0,-1,0,40,670,80,0,0,0,300,0,0,0,0,20,195,0,0,0,0,,120,15
8237828.987,42,Female,Unemployed - looking,Yes,Employed,Thursday,0,-1,320,0,435,85,595,0,60,30,15,0,0,0,40,170,0,0,0,0,,10,0
11496947.3,45,Male,Employed - at work,Yes,,Sunday,0,-1,0,0,540,90,0,325,0,0,20,0,0,0,20,335,0,0,0,0,,110,0
5231735.154,41,Male,Employed - at work,Yes,,Monday,0,-1,0,0,480,300,0,0,480,0,0,0,0,0,50,0,60,0,0,0,,70,0
13302256.44,16,Male,Not in labor force,Yes,,Thursday,0,-1,0,10,600,0,0,0,0,353,0,0,0,0,0,474,0,0,0,0,,3,0
8411816.306,16,Female,Employed - at work,Yes,,Friday,0,-1,0,20,740,0,0,0,0,385,0,0,0,0,30,135,0,0,0,0,,130,0
8622270.15,17,Female,Not in labor force,Yes,,Saturday,0,-1,0,120,729,0,0,60,0,120,0,0,0,0,30,10,355,0,0,0,,16,0
3313651.054,28,Female,Unemployed - looking,Yes,Employed,Wednesday,0,-1,499,27,477,304,99,0,0,334,10,20,0,0,17,20,0,0,0,10,,122,0
6658135.493,16,Male,Not in labor force,Yes,,Saturday,0,8,643,30,583,6,0,0,0,0,5,0,0,0,22,790,0,0,0,0,,4,0
6548486.003,21,Female,Employed - at work,Yes,,Saturday,0,-1,0,120,630,15,0,1,0,0,0,0,0,0,205,84,0,0,0,0,,105,280
7097489.298,33,Female,Not in labor force,Yes,Employed,Thursday,0,-1,196,0,465,80,53,0,0,90,115,0,0,0,45,106,135,0,0,0,,281,70
4234345.526,17,Male,Not in labor force,Yes,,Saturday,0,-1,0,20,535,2,0,0,0,0,0,0,0,0,25,758,100,0,0,0,,0,0
22242954.19,16,Female,Not in labor force,Yes,,Monday,0,-1,0,80,460,0,0,0,0,380,0,0,0,0,45,325,0,0,0,0,,30,120
34695906.64,25,Female,Not in labor force,Yes,Employed,Wednesday,0,-1,0,0,488,0,0,0,0,745,0,0,0,0,45,150,0,0,0,0,,12,0
6012156.015,19,Female,Not in labor force,Yes,,Monday,0,-1,0,45,445,0,0,0,0,710,0,0,0,0,25,65,0,0,0,0,,150,0
20087872.29,20,Female,Employed - absent,Yes,,Wednesday,0,-1,0,85,500,50,2,0,0,319,199,0,0,0,70,158,0,0,0,0,,57,0
16372309.49,27,Female,Employed - at work,Yes,,Thursday,0,-1,0,90,360,0,0,0,555,375,0,0,0,0,0,0,0,0,0,0,,60,0
15193020.62,15,Female,Employed - absent,Yes,,Thursday,0,-1,0,80,970,15,0,0,0,0,0,0,0,0,20,355,0,0,0,0,,0,0
10334941.12,21,Male,Not in labor force,Yes,,Sunday,0,-1,0,120,720,120,0,0,0,240,0,0,0,0,120,120,0,0,0,0,,0,0
11168150.1,26,Female,Employed - at work,Yes,Employed,Sunday,0,-1,0,60,678,340,0,0,0,120,90,0,0,0,45,60,0,0,0,0,,47,0
10673389.36,18,Female,Not in labor force,Yes,,Sunday,0,-1,0,60,720,0,0,0,0,0,0,0,0,0,75,435,0,0,0,0,,150,0
8924627.251,40,Female,Not in labor force,Yes,Employed,Saturday,0,-1,775,0,540,350,85,0,0,0,60,0,0,0,155,210,0,0,0,0,,40,0
3941459.254,37,Female,Employed - at work,Yes,,Saturday,0,-1,645,60,510,40,180,0,0,0,0,0,0,0,75,60,45,0,0,0,,470,0
25200213.02,26,Female,Not in labor force,Yes,Employed,Tuesday,0,-1,0,10,498,65,240,0,0,180,0,0,0,0,20,330,0,0,0,0,,97,0
7814780.84,27,Female,Employed - at work,Yes,,Thursday,0,-1,0,45,500,60,0,30,551,0,5,0,0,0,20,120,0,0,0,0,,109,0
2728711.317,37,Male,Employed - at work,Yes,,Saturday,0,-1,0,20,460,490,0,0,0,120,10,0,0,0,50,155,60,0,0,0,,75,0
10307622.03,16,Female,Not in labor force,Yes,,Saturday,0,-1,240,45,540,162,0,0,0,0,0,0,0,0,25,668,0,0,0,0,,0,0
6726422.857,47,Female,Unemployed - looking,Yes,,Tuesday,0,60,0,75,480,0,0,0,0,620,30,0,0,0,0,120,0,0,0,85,,30,0
3330090.488,26,Female,Employed - at work,Yes,,Saturday,0,-1,400,0,690,90,300,0,0,0,0,0,0,0,170,110,60,0,0,0,,20,0
2990223.968,16,Male,Not in labor force,Yes,,Sunday,0,-1,0,0,615,760,0,0,0,0,0,0,0,0,65,0,0,0,0,0,,0,0
6971982.716,17,Male,Unemployed - on layoff,Yes,,Sunday,0,-1,0,10,540,5,0,0,0,20,0,0,0,0,0,865,0,0,0,0,,0,0
19751898.34,19,Male,Unemployed - looking,Yes,,Friday,0,-1,0,40,530,0,0,0,0,65,10,0,0,0,120,405,180,0,0,0,,90,0
15303676.47,21,Female,Employed - at work,Yes,,Tuesday,0,-1,285,65,590,95,80,0,310,60,0,0,0,0,85,30,0,0,0,60,,65,0
5999389.041,18,Male,Not in labor force,Yes,,Saturday,0,-1,0,0,760,0,0,0,0,0,10,60,0,0,20,509,0,0,0,0,,81,0
11429006.76,16,Male,Employed - at work,Yes,,Wednesday,0,-1,0,30,555,0,0,0,0,405,5,0,0,0,120,270,0,0,0,0,,55,0
5278848.965,23,Male,Not in labor force,Yes,,Saturday,0,-1,0,30,420,0,0,0,0,600,0,0,0,0,210,150,0,0,0,0,,30,0
9930161.664,17,Female,Not in labor force,Yes,,Saturday,0,-1,0,150,474,60,0,0,0,0,410,0,0,0,90,0,0,0,0,0,,256,0
6751509.526,45,Male,Employed - at work,Yes,Employed,Thursday,0,-1,0,45,585,25,0,0,120,210,40,0,50,0,90,130,0,0,0,0,,145,0
5084445.043,49,Female,Employed - at work,Yes,Employed,Tuesday,0,-1,0,75,450,40,5,0,540,60,0,0,0,0,20,20,0,0,200,0,,30,0
13263440.59,18,Male,Employed - at work,Yes,,Friday,0,-1,0,28,315,0,0,1,360,213,52,0,0,0,0,395,0,0,0,0,,76,0
6337814.263,28,Female,Employed - at work,Yes,,Monday,0,-1,249,40,360,195,54,0,457,0,35,0,0,0,35,179,0,0,0,15,,70,0
17100012.38,19,Male,Employed - at work,Yes,,Friday,0,-1,0,32,554,0,0,0,480,30,10,0,0,0,85,183,0,0,0,1,,65,0
3401804.744,31,Female,Employed - absent,Yes,Employed,Friday,0,-1,440,0,750,250,0,0,0,0,0,0,0,0,90,290,0,0,20,0,,40,0
30653307.63,33,Female,Employed - at work,Yes,,Monday,0,-1,0,50,540,60,0,0,0,425,0,0,0,0,75,210,0,0,0,0,,80,0
10776529.6,15,Female,Unemployed - on layoff,Yes,,Tuesday,0,-1,0,30,565,0,0,0,0,449,0,0,0,0,50,260,0,0,0,0,,26,60
3467918.714,32,Male,Employed - at work,Yes,Employed,Sunday,0,-1,152,30,597,150,230,0,0,0,45,0,0,0,60,120,0,0,0,180,,8,20
8572390.057,16,Female,Not in labor force,Yes,,Saturday,0,-1,0,100,720,0,0,0,0,1,0,0,0,0,20,579,0,0,0,0,,20,0
5047704.547,30,Male,Employed - at work,Yes,Employed,Tuesday,0,-1,385,20,420,25,47,0,370,0,15,0,0,0,60,380,0,0,0,0,,103,0
6355963.584,34,Female,Not in labor force,Yes,Employed,Friday,0,-1,0,0,570,0,0,0,0,660,0,0,0,0,60,0,0,0,0,0,,150,0
21585501.56,18,Male,Unemployed - looking,Yes,,Sunday,0,-1,0,75,660,0,0,0,0,0,0,0,0,0,120,195,90,120,0,0,,40,140
8568535.673,16,Male,Employed - at work,Yes,,Tuesday,0,-1,0,33,485,0,0,0,0,352,0,0,0,0,60,360,0,0,140,0,,10,0
4055644.047,49,Female,Not in labor force,Yes,Employed,Saturday,0,-1,0,60,540,90,0,0,0,60,0,0,0,0,20,260,0,0,360,0,,50,0
9139401.834,18,Female,Not in labor force,Yes,,Saturday,0,-1,0,20,560,0,720,0,0,0,0,0,0,0,20,0,0,0,0,0,,120,0
9155532.44,16,Male,Not in labor force,Yes,,Tuesday,0,-1,0,30,670,0,0,0,0,455,0,0,0,0,15,155,0,0,0,0,,115,0
8846194.222,16,Female,Unemployed - looking,Yes,,Sunday,0,-1,0,90,675,30,0,5,0,0,5,0,0,0,91,289,0,0,0,10,,245,0
7293398.189,22,Male,Employed - at work,Yes,Employed,Sunday,0,-1,0,102,725,0,0,0,487,0,0,0,0,0,75,20,0,0,0,0,,31,0
6356951.99,34,Male,Employed - at work,Yes,Employed,Sunday,0,-1,690,20,415,440,40,0,0,345,0,0,0,0,40,0,0,0,0,0,,20,120
42594516.95,23,Female,Not in labor force,Yes,,Monday,0,-1,0,65,345,0,0,0,0,750,0,0,0,0,60,0,0,0,0,0,,145,75
12079292.62,17,Female,Not in labor force,Yes,,Sunday,0,-1,0,45,820,150,0,0,0,0,0,0,0,0,125,151,0,72,0,0,,17,60
20690732.78,17,Male,Employed - at work,Yes,,Monday,0,-1,0,30,510,0,0,0,0,450,0,0,0,0,30,390,0,0,0,0,,30,0
15389612.39,23,Male,Not in labor force,Yes,,Wednesday,0,-1,0,30,495,20,0,0,0,280,0,0,0,0,175,310,0,0,0,90,,40,0
7930716.751,17,Female,Not in labor force,Yes,,Sunday,0,-1,0,25,670,0,0,10,0,240,0,0,0,0,90,265,0,80,0,0,,60,0
7945480.527,17,Male,Not in labor force,Yes,,Wednesday,0,-1,0,67,575,60,0,0,0,482,0,0,0,0,50,55,120,0,0,0,,31,0
14113138.57,16,Female,Employed - absent,Yes,,Tuesday,0,-1,0,45,465,0,0,0,0,670,0,0,0,0,55,201,0,0,0,0,,4,0
9834451.879,20,Male,Employed - at work,Yes,,Sunday,0,-1,595,60,795,210,15,0,0,0,0,0,0,0,30,330,0,0,0,0,,0,0
62313724.45,24,Male,Employed - at work,Yes,,Tuesday,0,-1,0,30,645,0,0,0,547,0,0,0,0,0,75,0,0,0,120,0,,23,0
4377483.647,47,Female,Employed - at work,Yes,,Tuesday,0,-1,0,75,525,160,0,0,230,270,0,0,0,0,20,0,0,0,0,0,,160,0
3347475.859,28,Female,Employed - absent,Yes,,Saturday,0,-1,0,75,775,115,0,0,0,0,60,0,10,0,75,240,0,0,0,0,,90,0
11111073.69,21,Female,Not in labor force,Yes,,Sunday,0,-1,0,150,815,75,0,10,0,0,0,0,0,0,40,184,0,120,0,0,,46,0
24580024.18,15,Female,Not in labor force,Yes,,Wednesday,0,-1,0,75,680,240,0,0,0,0,70,75,0,0,30,120,0,0,0,0,,150,0
11004762.4,17,Male,Not in labor force,Yes,,Monday,0,-1,0,40,530,0,0,0,0,525,0,0,0,0,90,85,120,0,0,0,,50,0
12691255.99,15,Male,Not in labor force,Yes,,Friday,0,-1,0,10,540,0,0,0,0,610,0,0,0,0,60,160,0,0,0,0,,60,0
10207927.75,38,Male,Employed - at work,Yes,Employed,Monday,0,-1,0,0,300,285,0,0,675,0,0,0,0,0,150,0,0,0,0,0,,30,0
6394506.552,30,Female,Employed - at work,Yes,,Thursday,0,-1,0,60,460,0,0,0,480,0,0,0,0,0,100,300,0,0,0,0,,40,0
16510106.08,16,Male,Unemployed - looking,Yes,,Monday,0,-1,150,45,420,25,35,40,0,595,0,0,0,0,85,120,0,0,0,30,,45,0
5463367.523,15,Female,Not in labor force,Yes,,Saturday,0,-1,60,0,940,160,0,0,0,120,0,0,0,0,20,140,0,60,0,0,,0,0
21334013.25,20,Female,Employed - at work,Yes,,Wednesday,0,-1,0,35,420,0,0,0,395,310,0,0,0,0,80,119,0,0,0,0,,81,0
6769182.964,18,Male,Unemployed - looking,Yes,,Saturday,0,-1,245,0,570,0,355,0,0,0,0,0,0,0,25,490,0,0,0,0,,0,0
16401342.82,44,Female,Unemployed - looking,Yes,,Tuesday,0,-1,0,70,396,46,42,43,186,0,30,0,0,0,90,180,0,15,0,75,,267,0
5186961.936,17,Male,Not in labor force,Yes,,Saturday,0,-1,0,50,600,0,0,315,0,0,0,0,0,0,60,385,0,0,0,0,,30,0
3973555.536,28,Male,Not in labor force,Yes,Employed,Saturday,0,-1,610,120,600,350,0,0,0,170,10,0,0,0,80,60,0,0,0,0,,50,0
20283674.49,19,Male,Employed - at work,Yes,,Wednesday,0,-1,0,0,690,554,0,0,0,0,0,0,0,0,95,89,0,0,0,0,,12,0
8649810.371,25,Male,Employed - at work,Yes,,Thursday,0,-1,0,90,519,0,0,0,555,105,20,0,0,0,20,90,0,0,0,0,,41,0
7528884.401,25,Female,Employed - at work,Yes,,Tuesday,0,-1,0,75,545,0,0,0,380,295,15,0,0,0,30,0,0,0,0,0,,100,0
4846085.38,26,Male,Employed - at work,Yes,,Sunday,0,-1,0,10,725,0,0,0,0,0,0,0,0,0,15,240,0,0,0,0,,30,420
12126562.43,17,Male,Not in labor force,Yes,,Sunday,0,10,0,15,660,10,40,0,0,60,10,0,0,0,35,390,180,0,0,0,,40,0
12368821.56,15,Male,Not in labor force,Yes,,Wednesday,0,-1,0,30,530,30,0,0,0,335,0,0,0,0,0,393,0,0,0,0,,92,30
11763101.84,17,Female,Not in labor force,Yes,,Sunday,0,-1,260,125,660,0,35,0,0,110,0,0,0,0,135,235,0,75,0,0,,65,0
2538897.548,27,Female,Employed - at work,Yes,,Sunday,0,25,610,35,696,177,50,17,0,45,50,0,0,0,20,330,0,0,0,0,,20,0
37706215.9,20,Male,Not in labor force,Yes,,Tuesday,0,-1,0,40,330,0,15,5,0,160,0,0,0,0,20,630,0,0,0,165,,75,0
42460908.95,18,Female,Not in labor force,Yes,,Monday,0,-1,0,30,935,0,0,0,0,0,0,0,0,0,40,60,0,0,0,0,,30,345
16690608.79,17,Female,Not in labor force,Yes,,Wednesday,0,-1,0,0,600,95,0,0,0,0,0,0,0,0,5,675,20,0,0,15,,0,30
10210853.18,19,Male,Unemployed - looking,Yes,,Saturday,0,-1,0,0,600,0,0,0,0,210,60,0,0,0,60,506,0,0,0,0,,4,0
15496517.74,35,Male,Employed - at work,Yes,Employed,Saturday,0,-1,0,0,758,0,0,0,285,0,0,0,0,0,95,302,0,0,0,0,,0,0
8188008.899,15,Female,Not in labor force,Yes,,Saturday,0,-1,0,70,775,20,0,0,0,0,0,0,0,0,30,260,180,0,0,0,,105,0
13689082.57,35,Female,Not in labor force,Yes,Employed,Wednesday,0,-1,620,60,470,460,145,0,0,60,0,0,0,0,90,40,0,10,0,0,,45,60
5493121.014,16,Male,Not in labor force,Yes,,Sunday,0,-1,0,15,718,0,0,0,0,60,0,0,0,0,17,630,0,0,0,0,,0,0
11748689.93,21,Male,Employed - at work,Yes,,Sunday,0,-1,0,50,570,0,0,0,605,0,0,0,0,0,45,120,0,0,0,0,,50,0
5581315.801,16,Female,Unemployed - looking,Yes,,Saturday,0,-1,0,75,585,60,0,0,0,0,0,0,0,0,150,520,0,0,0,10,,40,0
8818075.767,23,Male,Not in labor force,Yes,,Saturday,0,-1,0,60,510,60,0,0,0,495,0,0,0,0,30,135,0,0,0,0,,150,0
7201554.661,15,Female,Not in labor force,Yes,,Saturday,0,-1,0,60,410,0,0,0,0,375,0,0,0,0,75,425,65,0,0,0,,30,0
5940009.155,16,Female,Not in labor force,Yes,,Sunday,0,-1,0,110,506,10,105,0,0,0,215,0,0,0,60,0,0,0,0,0,,434,0
23538630.73,17,Female,Unemployed - looking,Yes,,Wednesday,0,-1,0,272,533,0,0,0,0,420,0,0,0,0,45,0,0,90,0,0,,80,0
25039278.81,19,Female,Not in labor force,Yes,,Thursday,0,-1,0,60,595,120,0,0,0,0,0,0,0,0,40,40,0,0,0,0,,120,465
25083423,18,Female,Not in labor force,Yes,,Thursday,0,-1,0,90,420,10,0,0,0,405,0,0,0,0,20,140,60,0,179,90,,26,0
2427981.982,30,Female,Employed - at work,Yes,,Saturday,0,-1,245,0,520,60,45,90,0,0,85,10,0,0,0,270,60,0,0,120,,180,0
11815709.58,16,Female,Employed - absent,Yes,,Saturday,0,-1,0,180,439,21,0,0,0,0,50,60,5,0,210,270,0,0,0,0,,205,0
7209232.708,15,Female,Not in labor force,Yes,,Sunday,1,-1,0,70,560,0,0,0,0,330,0,0,0,0,90,390,0,0,0,0,,0,0
8371973.702,15,Female,Unemployed - looking,Yes,,Saturday,0,-1,390,60,710,40,0,0,0,0,0,0,0,0,25,425,0,0,0,180,,0,0
1777407.98,34,Female,Employed - at work,Yes,,Saturday,0,-1,870,60,360,300,0,0,0,500,120,0,0,0,60,0,0,0,0,0,,40,0
5407473.063,42,Female,Unemployed - looking,Yes,,Monday,0,-1,239,20,434,261,200,0,0,120,0,0,0,0,15,368,0,0,0,0,,22,0
3407858.645,18,Female,Employed - at work,Yes,,Saturday,0,-1,0,30,515,0,0,0,330,0,0,0,0,0,30,240,150,0,0,0,,145,0
15370566.74,18,Female,Employed - at work,Yes,,Sunday,0,-1,0,25,531,230,0,0,0,260,4,0,0,0,50,220,91,0,0,0,,27,2
10865591.85,38,Male,Not in labor force,Yes,,Monday,0,-1,0,38,370,64,0,0,0,760,0,0,0,0,123,0,0,0,0,0,,85,0
19367719.32,18,Female,Employed - at work,Yes,,Monday,0,-1,0,140,389,20,0,90,251,400,0,0,0,0,10,0,0,0,0,0,,140,0
28455865.08,18,Male,Unemployed - looking,Yes,,Thursday,0,-1,240,30,600,180,300,0,0,150,0,0,0,0,60,0,0,0,0,0,,120,0
6103388.31,45,Female,Employed - at work,Yes,,Thursday,0,-1,0,60,443,116,0,0,580,0,0,0,0,0,90,111,0,0,0,0,,40,0
4380959.566,17,Male,Employed - at work,Yes,,Sunday,1,-1,90,15,533,68,0,95,0,0,10,0,0,0,20,330,210,0,0,0,,159,0
7238885.693,21,Female,Unemployed - looking,Yes,,Monday,0,-1,0,50,550,90,0,20,0,430,0,0,0,0,95,90,0,0,0,0,,115,0
20683902.23,17,Female,Not in labor force,Yes,,Friday,0,-1,0,30,470,60,10,0,0,160,15,0,0,0,45,470,0,0,0,0,,180,0
7653793.606,44,Female,Employed - at work,Yes,Employed,Thursday,0,-1,15,150,150,0,0,0,615,390,0,0,0,0,0,15,0,0,0,0,,120,0
19715437.8,37,Female,Not in labor force,Yes,Unemployed,Wednesday,0,30,0,100,540,272,0,0,0,0,95,0,0,0,105,306,0,0,0,0,,22,0
3630633.657,49,Male,Employed - at work,Yes,,Saturday,0,-1,0,45,335,310,0,0,0,0,270,0,0,0,30,120,0,145,0,70,,115,0
23260480.87,17,Female,Not in labor force,Yes,,Wednesday,0,-1,0,47,240,30,0,0,0,0,0,0,0,0,50,555,0,0,0,0,,498,20
16084331.09,18,Female,Not in labor force,Yes,,Thursday,0,-1,0,0,750,150,0,0,0,0,120,0,0,0,90,270,0,0,0,0,,60,0
7437797.127,15,Female,Not in labor force,Yes,,Sunday,0,-1,0,20,570,275,0,0,0,103,180,0,0,0,70,120,80,0,0,0,,22,0
9026147.568,16,Female,Not in labor force,Yes,,Saturday,0,-1,0,75,390,5,0,0,0,0,0,240,0,0,135,375,0,0,0,0,,220,0
10127258.8,29,Male,Employed - at work,Yes,Employed,Sunday,0,-1,0,60,690,165,0,0,60,0,0,0,0,0,150,155,0,0,0,0,,160,0
6872492.354,37,Female,Employed - at work,Yes,Employed,Monday,0,-1,316,45,444,0,95,41,420,45,40,0,0,0,30,0,30,0,0,0,,230,20
16417752.05,49,Male,Employed - at work,Yes,Unemployed,Friday,0,-1,185,20,350,20,55,0,575,0,30,0,0,0,120,125,0,0,0,0,,115,30
12472994.9,23,Male,Employed - at work,Yes,Employed,Thursday,0,-1,239,85,565,45,0,0,482,95,0,0,0,0,44,99,0,0,0,0,,25,0
8125703.659,33,Male,Employed - at work,Yes,Employed,Saturday,0,-1,0,0,415,0,0,0,0,650,60,0,0,0,75,170,0,0,0,0,,70,0
2936607.93,36,Male,Not in labor force,Yes,,Sunday,0,-1,0,90,600,40,0,0,0,0,0,0,0,0,20,210,0,225,220,0,,35,0
6308562.628,17,Male,Not in labor force,Yes,,Sunday,0,-1,0,8,540,0,0,0,0,60,0,0,0,0,40,565,0,120,0,0,,30,77
23118774.01,33,Female,Unemployed - looking,Yes,,Thursday,0,-1,245,75,643,25,137,0,0,268,27,0,0,0,75,0,0,0,0,0,,190,0
5484717.536,29,Female,Employed - at work,Yes,Employed,Saturday,0,-1,460,0,580,115,290,0,0,120,0,0,0,0,50,285,0,0,0,0,,0,0
22322278.93,25,Female,Employed - at work,Yes,,Thursday,0,-1,0,90,570,0,0,0,420,0,0,0,0,0,90,75,60,0,0,0,,135,0
2929948.473,37,Female,Employed - at work,Yes,Employed,Saturday,0,-1,760,100,650,123,30,0,0,0,120,0,0,0,60,341,0,0,0,0,,16,0
8217189.759,20,Male,Not in labor force,Yes,,Sunday,1,-1,60,55,470,0,0,0,0,0,0,0,0,0,15,870,0,0,0,0,,30,0
3412380.286,23,Female,Not in labor force,Yes,Employed,Sunday,0,-1,0,40,703,137,0,0,0,0,120,0,0,0,55,255,60,0,0,0,,70,0
24058614.03,17,Female,Not in labor force,Yes,,Tuesday,0,30,0,30,495,15,0,0,0,648,0,0,0,0,40,155,0,0,37,0,,20,0
5610153.132,28,Female,Employed - at work,Yes,Employed,Sunday,0,-1,645,810,495,0,0,0,0,0,0,0,0,0,45,90,0,0,0,0,,0,0
10017179.91,26,Male,Employed - at work,Yes,Employed,Saturday,0,-1,0,0,600,145,0,0,0,195,120,0,0,0,80,75,150,0,0,0,,75,0
5470897.572,37,Female,Employed - at work,Yes,,Friday,0,-1,272,0,390,185,157,0,0,210,5,10,0,0,90,345,0,0,0,0,,48,0
4728726.207,42,Male,Employed - at work,Yes,,Tuesday,0,-1,0,0,330,0,0,0,760,220,0,0,0,0,90,0,0,0,0,0,,40,0
6191810.416,29,Female,Employed - at work,Yes,,Saturday,0,-1,0,50,355,5,0,0,725,0,0,0,0,0,30,205,0,0,0,0,,70,0
14679276.26,17,Male,Not in labor force,Yes,,Monday,0,-1,0,65,510,80,0,0,0,415,0,0,0,0,80,160,0,0,0,0,,70,60
4955257.818,34,Female,Employed - at work,Yes,Employed,Tuesday,0,-1,258,105,555,31,85,0,270,0,75,0,0,0,80,130,0,0,0,0,,76,33
17534711.33,15,Male,Not in labor force,Yes,,Wednesday,0,-1,0,0,735,0,0,0,0,605,0,0,0,0,70,0,0,0,0,0,,30,0
10003456.91,17,Male,Employed - at work,Yes,,Monday,0,-1,0,20,600,1,0,0,300,164,0,0,0,0,35,0,0,0,0,295,,25,0
4623701.812,15,Female,Employed - absent,Yes,,Sunday,0,-1,0,40,660,60,0,0,0,360,0,0,0,0,60,150,60,0,0,0,,50,0
8741267.767,30,Female,Not in labor force,Yes,Employed,Sunday,1,-1,0,60,480,165,0,40,0,300,45,0,0,0,60,260,0,0,0,0,,30,0
12278158.73,16,Female,Unemployed - looking,Yes,,Monday,0,-1,0,60,510,0,0,0,0,437,0,0,0,0,30,320,0,0,0,0,,43,40
20922949.82,16,Male,Employed - at work,Yes,,Wednesday,0,-1,15,70,600,0,0,0,85,255,0,0,0,0,50,330,0,0,0,0,,50,0
6031053.037,28,Female,Not in labor force,Yes,,Thursday,0,-1,600,0,750,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,,180,0
16108225.18,17,Female,Employed - at work,Yes,,Tuesday,0,-1,0,70,435,15,0,0,0,175,15,0,0,0,40,60,275,0,0,0,,204,151
6133776.179,33,Female,Employed - at work,Yes,,Friday,0,-1,0,57,375,155,0,0,790,0,0,0,0,0,10,0,0,0,0,0,,53,0
5702489.95,26,Male,Employed - at work,Yes,,Sunday,1,-1,0,15,630,0,0,0,0,0,0,0,0,0,100,430,0,230,0,0,,35,0
25893343.23,18,Female,Employed - at work,Yes,,Wednesday,0,-1,0,85,480,0,0,0,395,385,0,0,0,0,15,0,0,0,0,0,,80,0
23116778.42,17,Male,Employed - at work,Yes,,Thursday,0,-1,0,41,526,11,0,29,255,440,0,0,0,20,60,0,0,0,0,0,,58,0
7216676.203,24,Male,Not in labor force,Yes,Unemployed,Saturday,0,-1,392,0,560,0,403,0,0,0,45,0,0,0,110,240,0,0,0,0,,82,0
8161459.71,27,Male,Employed - at work,Yes,Unemployed,Tuesday,0,-1,320,0,455,150,0,0,250,290,0,0,0,0,60,210,0,0,0,0,,25,0
2998013.535,15,Female,Not in labor force,Yes,,Sunday,0,-1,0,0,660,80,0,0,0,0,0,0,0,0,50,635,0,0,0,0,,15,0
20470730.18,16,Female,Not in labor force,Yes,,Tuesday,0,-1,0,85,570,250,0,0,0,75,40,0,0,0,30,90,180,0,0,0,,120,0
23366437.28,29,Male,Employed - at work,Yes,Employed,Monday,0,-1,90,30,385,60,180,0,480,0,5,0,0,0,120,180,0,0,0,0,,0,0
1992645.123,49,Male,Employed - at work,Yes,,Saturday,0,-1,0,0,540,0,0,0,480,330,0,0,0,0,30,60,0,0,0,0,,0,0
4292174.637,24,Female,Employed - at work,Yes,,Sunday,0,-1,0,30,615,20,0,0,0,0,20,0,0,0,65,535,0,80,0,0,,75,0
11900040.29,24,Female,Employed - at work,Yes,,Tuesday,0,-1,0,0,225,0,0,1,180,0,3,0,0,0,48,365,105,0,0,0,,63,450
3293730.152,32,Male,Employed - at work,Yes,,Sunday,0,-1,0,20,600,0,0,0,470,60,5,0,0,0,5,235,0,0,0,0,,45,0
5728462.83,29,Female,Employed - at work,Yes,,Saturday,0,-1,0,70,540,0,0,30,343,0,0,0,0,0,65,193,0,0,0,0,,199,0
5179850.222,16,Male,Not in labor force,Yes,,Sunday,0,-1,0,30,630,330,0,0,0,0,0,0,0,0,150,270,0,0,0,30,,0,0
17189902.73,15,Male,Not in labor force,Yes,,Wednesday,0,-1,0,50,585,46,0,0,0,396,0,0,0,0,40,284,0,0,0,0,,39,0
7579877.409,36,Female,Not in labor force,Yes,Unemployed,Friday,0,-1,0,0,520,75,0,60,0,325,0,0,0,0,30,340,90,0,0,0,,0,0
4448061.621,17,Female,Employed - at work,Yes,,Sunday,0,-1,85,50,780,25,30,0,0,0,260,0,0,0,95,150,0,0,0,0,,30,20
25290995.65,18,Male,Unemployed - looking,Yes,,Monday,0,-1,0,110,810,75,0,0,0,105,0,0,0,0,25,120,0,0,0,0,,180,15
4955673.41,25,Female,Employed - at work,Yes,,Thursday,0,-1,202,25,535,57,393,0,0,295,0,0,0,0,35,60,0,0,0,0,,40,0
4817428.669,15,Female,Not in labor force,Yes,,Sunday,0,-1,0,75,480,0,10,5,0,0,0,0,0,0,20,205,245,210,0,0,,150,40
27346199.46,18,Female,Employed - at work,Yes,,Wednesday,0,-1,0,20,532,0,0,0,445,45,7,0,0,0,35,0,0,0,0,0,,76,280
5172887.173,31,Female,Employed - at work,Yes,,Wednesday,0,-1,0,110,500,90,0,0,395,0,60,0,0,0,120,45,0,0,0,0,,120,0
