TUFINLWGT,TEAGE,Sex,Employment_Status,InSchool,EmploymentStatusSpouse,WeekdayReported,TRHOLIDAY,TRTEC,TRTHH,1,101,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,50
12572360.31,59,Female,Employed - at work,,Employed,Monday,0,-1,0,70,430,40,0,0,505,0,35,0,0,0,40,255,0,0,0,0,,65,0
3242380.269,31,Female,Not in labor force,No,Employed,Sunday,0,-1,454,70,410,231,360,0,0,0,94,0,0,0,90,15,0,0,0,40,,35,95
2849125.681,52,Female,Not in labor force,,Employed,Sunday,0,-1,0,60,500,200,0,0,0,120,0,0,0,0,60,350,60,70,0,0,,20,0
1460737.699,52,Female,Employed - at work,,,Sunday,0,-1,0,0,605,59,0,60,0,0,45,0,0,0,15,570,0,0,0,27,,40,19
2521504.085,80,Female,Not in labor force,,Unemployed,Saturday,0,-1,0,0,330,240,0,0,0,0,0,0,0,0,180,690,0,0,0,0,,0,0
4768116.129,44,Female,Employed - at work,No,Employed,Saturday,0,-1,175,30,720,235,0,0,0,0,60,0,0,0,60,305,0,0,0,0,,30,0
5315595.753,51,Female,Employed - at work,,,Wednesday,1,-1,0,4,408,65,0,0,525,0,0,0,0,0,0,310,0,0,0,0,,128,0
8493517.488,39,Female,Not in labor force,No,Employed,Friday,0,120,585,15,630,315,210,0,0,0,0,0,0,0,80,190,0,0,0,0,,0,0
6779100.797,61,Male,Employed - at work,,Unemployed,Friday,0,-1,0,60,240,150,0,0,0,0,45,0,0,0,105,770,0,0,0,0,,70,0
5024641.489,60,Male,Not in labor force,,,Thursday,0,-1,0,10,300,125,0,5,0,0,15,0,0,0,42,486,0,0,0,328,,31,98
7474224.581,71,Male,Employed - at work,,,Tuesday,0,-1,0,5,320,0,0,0,1030,0,0,0,0,0,70,0,0,0,0,0,,15,0
15271711.96,16,Female,Not in labor force,Yes,,Thursday,0,150,0,210,380,185,0,0,0,195,0,0,0,0,60,10,0,0,240,60,,100,0
4319305.248,45,Male,Employed - at work,No,Employed,Saturday,0,-1,435,0,765,30,0,0,0,0,60,0,0,0,75,480,0,0,0,0,,30,0
8001255.782,36,Male,Employed - at work,No,Unemployed,Thursday,0,-1,228,25,385,35,60,0,473,0,0,0,0,0,30,273,25,20,60,0,,54,0
2123207.952,37,Female,Unemployed - looking,No,Unemployed,Saturday,0,-1,660,0,600,450,60,0,0,0,90,0,0,0,60,135,0,0,0,0,,45,0
9136605.136,62,Female,Employed - at work,,Employed,Monday,0,-1,0,120,420,180,0,0,480,0,0,15,0,0,75,15,0,0,0,0,,135,0
2451707.36,54,Male,Employed - at work,,Unemployed,Saturday,0,-1,448,15,590,1,2,1,5,0,40,0,0,0,85,596,0,0,0,0,,105,0
1403590.162,57,Female,Employed - at work,,,Saturday,0,-1,0,55,570,402,0,0,0,0,0,0,0,0,55,303,0,55,0,0,,0,0
4803937.614,44,Female,Not in labor force,No,,Saturday,0,-1,0,45,570,75,0,45,0,0,0,0,0,0,15,355,200,0,0,0,,135,0
