TUFINLWGT,TEAGE,Sex,Employment_Status,InSchool,EmploymentStatusSpouse,WeekdayReported,TRHOLIDAY,TRTEC,TRTHH,1,101,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,50
8943451.938,24,Female,Not in labor force,Yes,,Friday,0,-1,0,0,600,100,0,0,0,300,0,0,0,0,100,340,0,0,0,0,,0,0
8315587.375,50,Female,Not in labor force,,,Saturday,0,-1,0,334,662,137,0,0,0,0,60,0,0,0,29,210,0,0,0,0,,8,0
6435735.962,40,Female,Unemployed - looking,No,Employed,Wednesday,0,-1,750,0,570,450,30,0,0,0,0,0,0,0,60,330,0,0,0,0,,0,0
12214837.32,76,Female,Not in labor force,,Unemployed,Wednesday,0,-1,0,50,600,155,0,8,0,0,0,0,0,0,105,430,0,0,0,0,,22,70
2274890.193,55,Female,Employed - at work,,,Saturday,0,-1,0,65,475,0,0,6,0,0,110,0,0,0,90,190,100,142,0,0,,259,3
11571460.17,32,Female,Employed - at work,No,,Friday,0,-1,210,80,510,60,0,0,480,0,0,0,0,0,135,45,0,0,0,0,,130,0
2705812.21,26,Female,Employed - at work,No,Employed,Sunday,0,-1,380,25,680,0,292,0,0,0,0,0,0,0,75,184,0,180,0,0,,4,0
6019877.631,42,Female,Employed - absent,No,,Sunday,0,-1,0,0,875,55,0,0,0,0,0,0,0,0,40,180,0,0,0,15,,0,275
4350404.119,49,Female,Employed - at work,No,,Monday,0,-1,0,92,408,20,0,0,625,0,0,0,0,0,60,0,45,0,0,90,,40,60
2953339.163,28,Female,Not in labor force,No,Employed,Sunday,0,-1,645,10,448,257,270,0,0,0,0,0,0,0,90,365,0,0,0,0,,0,0
2775144.745,34,Female,Employed - at work,No,,Friday,0,-1,178,30,272,60,35,0,360,0,0,100,0,0,0,265,0,0,0,0,,200,118
14844180.68,74,Female,Not in labor force,,,Monday,0,390,0,45,630,75,0,0,0,0,60,0,0,0,105,480,0,0,0,0,,45,0
5534871.757,16,Female,Not in labor force,Yes,,Saturday,0,-1,0,45,320,10,0,0,0,235,10,0,0,0,60,650,0,0,0,0,,100,10
6822713.229,31,Female,Not in labor force,No,Employed,Wednesday,0,-1,725,95,705,175,10,0,0,0,45,0,0,0,40,300,60,0,0,0,,10,0
5123422.523,55,Female,Employed - at work,,,Monday,0,-1,0,0,630,145,0,60,0,0,15,0,0,0,6,574,0,0,0,0,,10,0
2119140.926,51,Female,Employed - at work,,,Saturday,0,45,0,120,215,30,0,30,878,0,10,0,0,0,30,15,0,0,0,2,,110,0
27435435.08,25,Female,Employed - at work,No,,Thursday,0,-1,0,80,645,40,0,0,440,0,0,0,0,0,80,95,0,0,0,0,,60,0
2295046.528,40,Female,Employed - at work,No,,Saturday,0,-1,0,60,540,465,0,0,0,0,5,0,0,0,30,330,0,0,0,0,,10,0
5894932.024,51,Female,Not in labor force,,Employed,Tuesday,0,-1,245,50,460,295,137,0,0,0,105,0,0,0,45,81,0,0,32,40,,195,0
5858719.062,40,Female,Employed - at work,No,Employed,Thursday,0,-1,480,0,540,50,0,0,655,0,0,0,0,0,60,55,60,0,10,0,,10,0
1072966.031,41,Female,Employed - at work,No,,Sunday,0,-1,0,0,695,240,0,0,270,0,0,0,0,0,60,120,0,0,0,0,,55,0
3416689.025,42,Female,Employed - at work,No,Unemployed,Saturday,0,-1,0,0,780,20,0,0,0,0,0,0,0,0,15,625,0,0,0,0,,0,0
4069520.614,73,Female,Not in labor force,,Unemployed,Sunday,0,-1,0,65,540,355,0,3,0,0,45,0,0,0,110,225,40,0,30,0,,27,0
1797178.638,71,Female,Not in labor force,,,Sunday,0,-1,0,40,839,1,0,0,0,0,0,0,0,0,50,450,0,0,0,60,,0,0
5820200.97,23,Female,Employed - at work,No,Employed,Saturday,0,-1,0,0,480,250,0,0,0,0,90,0,0,0,5,429,10,0,0,0,,176,0
8828661.48,67,Female,Employed - at work,,Employed,Wednesday,0,-1,0,30,600,90,0,0,230,0,15,0,0,0,30,295,0,0,0,0,,90,60
16769735.71,20,Female,Employed - at work,Yes,,Friday,0,-1,0,90,450,0,0,0,375,285,0,0,0,0,95,95,0,0,0,0,,50,0
4775096.039,60,Female,Employed - at work,,Unemployed,Sunday,0,-1,0,0,270,50,0,0,475,0,0,0,0,0,70,525,0,0,0,0,,50,0
5961679.92,51,Female,Employed - at work,,Employed,Saturday,0,1000,0,0,440,575,0,0,90,0,60,0,0,0,120,130,0,0,0,0,,25,0
12871137.82,25,Female,Not in labor force,No,,Tuesday,0,-1,260,20,615,280,250,0,0,0,0,0,0,0,65,210,0,0,0,0,,0,0
19181233.79,23,Female,Employed - at work,No,,Wednesday,0,-1,0,135,708,39,0,0,338,0,6,0,0,0,8,95,0,0,0,60,,51,0
11504986.7,47,Female,Unemployed - looking,No,,Wednesday,0,240,0,30,570,185,0,0,240,0,0,120,0,0,80,165,0,0,0,0,,50,0
5519704.654,75,Female,Not in labor force,,,Friday,0,-1,0,30,495,120,0,0,0,0,0,0,0,0,50,485,0,0,260,0,,0,0
6264382.922,53,Female,Employed - at work,,,Thursday,0,-1,0,60,390,30,0,0,420,0,0,0,0,0,90,430,0,0,0,0,,20,0
10272747.98,43,Female,Employed - at work,No,Employed,Wednesday,0,-1,0,45,595,545,20,0,0,0,45,0,0,0,45,30,0,0,0,0,,115,0
3467101.54,79,Female,Not in labor force,,,Saturday,0,-1,0,60,720,0,120,0,0,0,20,5,0,0,75,315,0,30,0,0,,50,45
1735912.092,74,Female,Not in labor force,,,Saturday,0,-1,0,65,540,100,0,0,0,0,90,0,0,0,35,430,0,80,0,30,,70,0
5167193.146,37,Female,Employed - at work,No,,Tuesday,0,-1,0,10,480,20,0,0,460,0,0,0,0,0,40,210,60,0,0,0,,160,0
3920024.283,66,Female,Not in labor force,,,Friday,0,-1,0,55,473,380,0,0,10,0,0,0,0,198,120,75,0,0,0,0,,129,0
3581490.13,59,Female,Employed - at work,,Employed,Saturday,0,335,0,40,620,190,0,30,0,0,125,0,0,0,60,275,0,0,0,0,,100,0
16884768.38,54,Female,Not in labor force,,Unemployed,Tuesday,0,-1,0,5,570,250,0,0,0,0,0,0,0,0,60,555,0,0,0,0,,0,0
2549542.127,80,Female,Not in labor force,,,Saturday,0,-1,0,60,390,60,0,0,0,0,0,0,0,0,90,750,0,30,0,0,,60,0
2322136.095,30,Female,Employed - at work,Yes,,Sunday,0,-1,0,0,920,15,0,0,0,30,0,0,0,0,40,435,0,0,0,0,,0,0
3555386.325,67,Female,Not in labor force,,,Wednesday,0,-1,0,15,555,330,0,0,0,0,0,0,0,0,35,325,0,0,0,180,,0,0
2114718.331,53,Female,Employed - at work,,,Sunday,0,-1,0,90,600,270,0,0,0,0,0,0,0,0,30,450,0,0,0,0,,0,0
3458836.14,29,Female,Employed - at work,No,Employed,Saturday,0,-1,0,30,660,0,0,20,0,0,0,0,0,0,60,635,0,0,0,0,,35,0
3142155.487,65,Female,Employed - absent,,,Saturday,0,-1,0,0,600,660,0,0,0,0,0,0,0,0,30,150,0,0,0,0,,0,0
2514553.334,63,Female,Not in labor force,,Employed,Saturday,0,-1,0,0,75,0,0,0,0,0,60,0,0,0,60,910,0,0,240,0,,95,0
2327833.467,62,Female,Employed - at work,,,Saturday,0,-1,0,60,480,165,0,0,0,0,120,120,0,0,30,345,0,0,0,60,,60,0
4331188.965,55,Female,Employed - at work,,,Thursday,0,-1,0,30,470,30,0,0,720,0,0,0,0,0,20,90,0,0,0,0,,35,45
6105292.676,73,Female,Not in labor force,,,Thursday,0,-1,0,60,540,225,0,0,0,0,0,0,0,0,25,245,170,120,0,30,,25,0
3887413.125,67,Female,Not in labor force,,,Wednesday,0,-1,0,0,660,0,0,0,0,0,0,120,0,0,180,420,0,0,0,0,,60,0
10526365.34,23,Female,Not in labor force,No,,Friday,0,-1,698,60,510,310,200,0,0,0,0,0,0,0,80,248,0,0,0,0,,32,0
2092256.012,43,Female,Employed - at work,No,Employed,Saturday,0,-1,495,30,685,105,105,0,60,0,90,0,0,0,45,300,0,0,0,0,,20,0
15629690.75,30,Female,Employed - at work,No,,Monday,0,-1,0,61,450,30,0,0,622,0,0,0,0,0,41,0,0,0,0,60,,176,0
9401165.035,69,Female,Not in labor force,,Employed,Tuesday,0,-1,0,15,615,630,0,0,0,0,0,0,0,0,60,120,0,0,0,0,,0,0
3991116.54,35,Female,Employed - at work,No,,Wednesday,0,-1,0,110,600,10,0,0,450,0,0,0,0,0,0,120,0,0,0,20,,130,0
2970182.154,16,Female,Not in labor force,Yes,,Saturday,0,-1,0,80,630,240,0,0,0,0,120,0,0,0,90,240,0,0,0,0,,40,0
3416759.12,62,Female,Not in labor force,,Unemployed,Saturday,0,960,0,0,100,185,960,0,0,0,0,0,0,0,105,90,0,0,0,0,,0,0
10775840.01,70,Female,Not in labor force,,Employed,Friday,0,-1,0,20,390,256,62,0,0,0,45,58,0,0,30,508,0,0,30,7,,34,0
5508303.47,31,Female,Not in labor force,No,Employed,Thursday,0,-1,350,20,730,120,140,0,0,0,0,0,0,0,190,240,0,0,0,0,,0,0
3885642.393,66,Female,Not in labor force,,Unemployed,Sunday,0,-1,0,30,483,45,0,20,0,0,45,0,0,0,90,330,0,120,90,0,,97,90
51842033.71,21,Female,Employed - at work,Yes,,Monday,0,-1,0,0,630,0,0,5,180,132,0,20,0,0,0,400,0,0,0,0,,73,0
10264901.05,68,Female,Not in labor force,,Unemployed,Tuesday,0,-1,0,30,539,190,0,45,461,0,0,0,0,0,25,150,0,0,0,0,,0,0
1415763.718,31,Female,Not in labor force,Yes,,Sunday,0,-1,150,0,600,30,270,0,0,390,0,0,0,0,30,120,0,0,0,0,,0,0
5635411.128,63,Female,Employed - at work,,,Tuesday,0,-1,0,60,510,135,0,0,320,0,0,0,0,0,70,245,0,0,0,0,,100,0
7113932.088,51,Female,Not in labor force,,Unemployed,Saturday,0,-1,0,0,600,361,0,0,0,0,150,0,0,0,80,230,0,0,0,0,,19,0
7011851.08,45,Female,Employed - at work,No,Employed,Friday,0,-1,0,45,300,37,1,0,505,0,33,0,0,0,30,240,60,0,0,0,,120,69
5938775.279,29,Female,Not in labor force,No,Employed,Sunday,0,-1,695,107,405,168,115,0,0,0,30,0,0,0,80,310,0,90,0,0,,100,35
5398297.015,55,Female,Employed - at work,,Employed,Sunday,0,-1,0,35,900,95,60,0,0,0,90,0,0,0,20,200,0,0,0,0,,40,0
1058500.461,70,Female,Not in labor force,,,Sunday,0,-1,0,117,445,93,0,0,0,0,0,0,0,0,95,321,0,275,0,80,,14,0
2313574.568,58,Female,Not in labor force,,,Saturday,0,75,0,0,765,75,0,15,0,0,60,0,0,0,25,440,0,0,0,0,,60,0
5923059.507,34,Female,Employed - at work,No,Employed,Monday,0,-1,250,10,480,115,160,0,390,0,0,0,0,0,60,100,0,5,0,0,,45,75
2481847.316,85,Female,Not in labor force,,,Sunday,0,-1,0,90,480,100,0,0,0,0,110,0,0,0,30,595,0,0,0,30,,5,0
5033649.219,50,Female,Not in labor force,,,Wednesday,0,-1,0,85,1155,55,6,0,0,0,0,0,0,0,20,107,0,0,0,0,,12,0
6570366.407,41,Female,Employed - at work,No,Employed,Thursday,0,-1,0,30,630,0,2,0,425,0,0,0,0,0,40,283,0,0,0,0,,30,0
3784559.81,66,Female,Not in labor force,,Unemployed,Sunday,0,-1,0,90,620,90,0,0,0,0,0,0,0,0,35,285,0,115,105,20,,40,40
6209017.526,44,Female,Employed - at work,No,Employed,Thursday,0,30,150,60,375,70,110,0,625,0,0,0,0,0,60,75,0,0,0,0,,65,0
6342298.443,31,Female,Employed - at work,Yes,Employed,Thursday,0,-1,291,50,439,280,0,0,420,0,90,0,0,0,20,60,0,0,0,0,,81,0
9277144.673,52,Female,Employed - at work,,Employed,Wednesday,0,-1,0,15,480,120,0,0,645,0,0,0,0,0,90,0,0,0,0,0,,90,0
2973434.035,58,Female,Employed - at work,,Employed,Saturday,0,-1,0,45,930,15,0,0,0,0,0,0,0,0,45,405,0,0,0,0,,0,0
4776031.68,38,Female,Not in labor force,No,Employed,Friday,0,-1,592,30,405,165,163,5,0,0,150,0,0,0,90,269,50,0,30,0,,83,0
8155401.7,51,Female,Employed - at work,,Employed,Friday,0,-1,490,80,405,35,0,0,270,0,120,0,0,0,45,190,0,40,0,90,,145,20
3004540.157,38,Female,Employed - at work,No,Unemployed,Sunday,0,-1,720,45,675,440,0,0,0,0,0,0,0,0,40,240,0,0,0,0,,0,0
7758704.771,39,Female,Employed - at work,No,Employed,Wednesday,0,-1,40,90,330,61,70,0,776,0,3,0,0,0,30,0,0,0,0,0,,80,0
22016005.7,23,Female,Not in labor force,No,Employed,Monday,0,-1,0,55,1223,30,0,0,0,0,1,0,0,0,20,70,0,0,0,30,,11,0
2952596.992,59,Female,Employed - at work,,Unemployed,Sunday,0,-1,405,45,495,0,0,225,0,0,0,0,0,0,120,380,0,0,0,20,,155,0
15325032.56,72,Female,Not in labor force,,Unemployed,Friday,0,-1,0,60,585,165,0,0,0,0,0,0,0,0,80,550,0,0,0,0,,0,0
8683667.848,28,Female,Employed - at work,No,Employed,Tuesday,0,-1,450,0,120,45,110,0,560,0,0,0,0,0,85,300,0,0,0,0,,20,200
2886345.526,75,Female,Not in labor force,,Unemployed,Sunday,0,-1,0,70,480,65,0,0,0,0,0,0,0,0,20,460,0,120,40,175,,10,0
17266862.53,24,Female,Not in labor force,No,,Monday,0,-1,495,182,840,180,105,0,0,0,0,0,0,0,30,43,0,0,0,0,,0,60
15325446.57,30,Female,Employed - at work,No,Employed,Monday,0,-1,0,41,644,52,0,0,473,0,0,0,0,0,30,60,60,0,0,0,,80,0
3223469.288,29,Female,Unemployed - on layoff,No,Employed,Sunday,0,-1,450,60,474,280,196,10,0,0,135,0,0,0,105,105,0,0,0,0,,75,0
9845729.073,60,Female,Not in labor force,,Unemployed,Friday,0,2,0,150,360,50,32,0,0,0,0,0,0,0,60,788,0,0,0,0,,0,0
4236754.757,29,Female,Employed - at work,No,Employed,Sunday,0,-1,0,50,590,80,0,0,59,0,0,0,0,0,110,380,0,90,0,0,,81,0
12308081.2,66,Female,Unemployed - on layoff,,Unemployed,Thursday,0,435,0,30,570,5,0,190,0,0,40,0,0,0,5,435,0,0,0,0,,120,45
3406318.793,45,Female,Employed - at work,No,Employed,Sunday,0,-1,744,45,411,67,89,0,0,0,5,0,0,0,90,373,0,103,150,45,,62,0
6419912.879,76,Female,Not in labor force,,,Saturday,0,1110,0,0,330,50,815,0,0,0,0,0,0,0,10,175,0,0,0,0,,60,0
4411119.036,80,Female,Not in labor force,,,Tuesday,0,-1,0,60,670,335,0,0,0,0,0,0,0,0,165,180,0,0,0,0,,30,0
13956409.21,63,Female,Not in labor force,,,Tuesday,0,-1,0,60,480,0,0,0,0,0,0,0,0,0,200,640,45,0,0,0,,15,0
5509315.668,55,Female,Employed - at work,,Employed,Saturday,0,-1,0,45,390,90,0,0,555,0,0,0,0,0,60,225,0,0,0,0,,75,0
4600876.72,62,Female,Not in labor force,,Employed,Sunday,0,-1,0,75,410,196,0,0,0,0,135,0,0,0,114,295,0,145,0,0,,70,0
5991816.455,41,Female,Employed - at work,No,Employed,Friday,0,-1,47,45,530,0,46,0,562,0,10,0,0,0,57,110,0,0,0,0,,80,0
5586788.285,77,Female,Not in labor force,,,Tuesday,0,-1,0,5,630,45,0,0,0,0,0,0,0,0,15,720,0,0,0,0,,0,25
4280639.61,38,Female,Employed - at work,No,Unemployed,Sunday,0,-1,463,60,660,90,287,0,0,0,0,0,0,0,80,209,0,0,0,0,,54,0
3214964.72,29,Female,Employed - at work,No,Employed,Saturday,0,-1,720,30,480,90,90,0,0,0,0,0,0,0,105,375,0,0,0,0,,270,0
4395295.743,36,Female,Not in labor force,Yes,Employed,Saturday,0,-1,910,45,420,420,50,0,0,0,0,0,0,0,0,293,0,155,0,0,,57,0
10530192.35,56,Female,Employed - at work,,Employed,Sunday,0,-1,0,35,295,90,0,0,450,0,90,0,0,0,50,237,0,80,0,0,,113,0
5341782.978,60,Female,Employed - at work,,Employed,Sunday,0,-1,0,0,630,278,0,0,0,0,0,0,0,0,142,390,0,0,0,0,,0,0
6463539.163,24,Female,Employed - at work,No,,Sunday,0,-1,0,20,1085,45,0,0,240,0,0,0,0,0,30,0,0,0,0,0,,20,0
2508630.032,78,Female,Not in labor force,,,Saturday,0,-1,0,20,420,63,0,2,0,0,40,0,0,0,15,718,0,90,0,0,,72,0
5557516.755,50,Female,Employed - at work,,,Thursday,0,-1,0,90,465,45,50,0,480,0,15,0,0,0,75,30,0,0,60,0,,130,0
4376660.391,50,Female,Employed - at work,,Employed,Saturday,0,-1,705,459,695,40,25,0,0,0,55,90,0,0,30,0,0,0,0,15,,31,0
6304083.86,46,Female,Employed - at work,No,Employed,Tuesday,0,-1,0,85,449,201,83,0,75,0,0,0,0,0,50,25,0,0,415,2,,40,15
5212981.214,34,Female,Not in labor force,No,Employed,Saturday,0,-1,600,30,510,330,240,0,0,0,0,0,0,0,90,120,120,0,0,0,,0,0
1806467.912,70,Female,Not in labor force,,,Saturday,0,-1,0,30,630,240,0,30,0,0,0,0,0,0,30,300,0,0,180,0,,0,0
4797007.435,45,Female,Employed - at work,No,,Monday,0,70,0,55,405,95,0,0,480,0,30,0,0,0,50,235,0,0,0,0,,90,0
1382558.534,60,Female,Not in labor force,,,Saturday,0,-1,0,60,570,170,0,90,0,0,45,75,0,0,15,355,0,0,0,0,,60,0
3567347.586,30,Female,Employed - at work,No,,Sunday,0,-1,0,0,540,90,0,0,5,0,170,0,0,0,120,435,0,0,0,0,,80,0
13268734.4,27,Female,Employed - at work,No,,Friday,0,-1,120,0,510,60,100,0,400,0,0,0,0,0,90,155,0,0,0,0,,65,60
1038603.588,68,Female,Not in labor force,,,Sunday,0,-1,0,60,705,163,0,0,0,0,0,0,0,0,35,467,0,0,0,10,,0,0
6005537,29,Female,Unemployed - looking,No,,Thursday,0,-1,495,80,508,265,305,0,90,0,0,0,0,0,95,0,0,0,0,0,,52,45
6759814.44,53,Female,Not in labor force,,,Tuesday,0,-1,0,60,660,54,0,0,0,0,0,0,0,0,3,603,60,0,0,0,,0,0
1536149.934,37,Female,Employed - at work,No,,Sunday,0,-1,80,117,630,175,125,1,0,0,20,0,0,0,20,273,0,0,0,0,,64,15
2415363.705,54,Female,Employed - at work,,,Sunday,0,90,440,60,480,90,5,0,380,0,65,0,0,0,90,220,0,0,0,0,,50,0
9459098.465,26,Female,Employed - at work,No,Employed,Sunday,0,-1,0,80,605,25,0,0,220,0,15,0,0,0,135,85,0,0,0,0,,275,0
5997243.421,53,Female,Employed - at work,,,Tuesday,0,-1,0,60,480,10,0,0,500,0,5,0,0,0,35,295,0,0,0,0,,55,0
5807439.943,33,Female,Employed - at work,No,Employed,Wednesday,0,-1,121,50,464,20,105,0,430,0,10,0,0,0,60,25,165,0,0,0,,111,0
17404347.48,37,Female,Employed - at work,No,Employed,Tuesday,0,-1,0,60,504,85,0,0,468,0,1,0,0,0,57,120,60,0,0,0,,75,10
11807789.54,64,Female,Not in labor force,,Unemployed,Monday,0,-1,0,121,509,295,0,0,0,0,0,0,0,0,75,180,50,0,0,180,,0,30
3123827.661,27,Female,Employed - at work,No,Employed,Sunday,0,-1,690,60,510,120,90,0,0,0,60,0,0,0,0,555,0,0,0,0,,45,0
2861858.311,48,Female,Not in labor force,No,,Sunday,0,-1,0,0,630,0,0,0,0,0,0,0,0,0,90,720,0,0,0,0,,0,0
4190393.114,47,Female,Not in labor force,No,,Saturday,0,-1,0,0,720,0,0,0,0,0,0,0,0,0,45,675,0,0,0,0,,0,0
6218497.117,75,Female,Not in labor force,,,Friday,0,-1,0,90,570,65,0,0,0,0,60,0,0,0,150,235,93,0,0,0,,152,25
4929444.24,69,Female,Employed - at work,,,Friday,0,-1,0,45,435,60,0,19,0,0,30,0,0,0,15,746,0,0,0,0,,90,0
1306073.177,62,Female,Not in labor force,,,Saturday,0,-1,0,88,703,80,0,0,0,0,3,0,0,0,60,496,0,0,0,0,,10,0
3985038.107,35,Female,Unemployed - looking,No,Unemployed,Sunday,0,-1,0,60,420,180,0,0,0,0,5,0,0,0,30,580,0,120,0,0,,45,0
4280758.5,36,Female,Employed - at work,Yes,Unemployed,Wednesday,0,-1,293,130,300,120,65,0,0,688,0,0,0,0,70,0,0,0,0,63,,4,0
1609560.436,67,Female,Not in labor force,,,Sunday,0,-1,0,80,570,15,0,0,0,0,0,0,0,0,140,585,0,0,0,0,,50,0
5096808.838,27,Female,Employed - at work,No,Unemployed,Saturday,0,-1,660,0,540,150,90,0,0,0,0,0,0,0,90,570,0,0,0,0,,0,0
4818029.887,44,Female,Not in labor force,No,Employed,Wednesday,0,-1,525,0,390,225,345,0,0,0,75,0,0,0,45,210,0,0,0,30,,120,0
8078341.672,20,Female,Not in labor force,Yes,,Sunday,0,-1,0,65,540,65,0,0,0,30,5,0,0,0,55,290,150,0,0,120,,120,0
6553721.562,54,Female,Employed - at work,,Employed,Sunday,0,-1,0,60,420,0,0,110,295,0,0,0,0,0,80,395,0,0,0,0,,80,0
6226252.339,33,Female,Employed - at work,No,Employed,Tuesday,0,-1,488,105,360,140,353,0,0,0,60,0,0,0,76,275,0,0,0,45,,26,0
4007791.427,69,Female,Not in labor force,,Unemployed,Saturday,0,-1,0,0,600,215,0,0,0,0,75,0,0,0,20,485,0,0,0,0,,45,0
10334294.68,47,Female,Employed - at work,No,Employed,Wednesday,0,-1,0,15,480,10,0,0,450,0,60,0,0,0,0,225,0,0,0,15,,105,80
5218613.358,52,Female,Employed - at work,,,Friday,0,-1,0,60,340,135,0,0,0,0,0,0,0,0,30,675,0,0,0,0,,200,0
4318834.886,60,Female,Employed - at work,,,Friday,0,-1,0,30,405,30,0,0,790,0,0,0,0,0,60,45,20,0,0,0,,60,0
10657900.57,67,Female,Not in labor force,,Unemployed,Monday,0,-1,0,45,420,305,0,0,0,0,138,0,0,0,55,345,0,0,45,60,,27,0
2925229.047,33,Female,Employed - at work,No,,Saturday,0,-1,600,0,780,270,40,0,0,0,0,0,0,0,130,120,0,0,0,0,,40,60
2752779.358,34,Female,Not in labor force,No,Employed,Sunday,0,-1,710,10,555,190,120,0,0,0,0,0,0,0,120,445,0,0,0,0,,0,0
4846709.475,45,Female,Employed - at work,No,Employed,Sunday,0,-1,0,60,480,209,2,0,0,0,0,0,0,0,120,499,0,0,0,0,,70,0
6767638.151,33,Female,Not in labor force,Yes,Employed,Thursday,0,-1,740,30,510,70,120,0,0,105,0,0,0,0,30,60,0,0,0,0,,10,505
13706565.67,74,Female,Not in labor force,,Unemployed,Wednesday,0,-1,0,45,480,25,0,0,0,0,0,0,0,0,15,605,30,0,0,105,,80,55
2645984.303,26,Female,Employed - at work,No,,Saturday,0,-1,620,75,805,60,15,0,0,0,60,0,0,0,125,230,0,0,0,0,,70,0
10462530.47,42,Female,Employed - at work,No,Employed,Thursday,0,-1,90,30,570,160,0,0,525,0,0,0,0,0,45,45,0,0,0,0,,65,0
10004798.29,62,Female,Employed - at work,,,Thursday,0,0,0,20,420,195,0,0,480,0,0,0,0,0,165,15,0,0,0,0,,145,0
1201625.163,73,Female,Employed - at work,,,Saturday,0,-1,0,90,1080,0,0,0,0,0,0,0,0,0,30,240,0,0,0,0,,0,0
6259389.907,42,Female,Employed - at work,No,,Tuesday,0,-1,0,0,389,80,0,0,570,0,0,0,0,0,10,389,0,0,0,0,,2,0
5079935.756,59,Female,Employed - at work,,,Monday,0,-1,0,80,670,305,0,0,0,0,75,35,0,0,15,150,60,0,0,15,,10,25
3174998.39,50,Female,Not in labor force,,,Saturday,0,-1,0,0,480,2,0,0,0,0,0,0,0,0,2,956,0,0,0,0,,0,0
6149265.408,44,Female,Employed - at work,No,Employed,Sunday,0,-1,0,35,490,105,0,0,0,60,25,0,0,0,75,363,37,0,0,45,,83,122
1239061.596,56,Female,Not in labor force,,,Sunday,0,-1,0,355,550,0,0,0,0,0,0,0,0,0,95,335,0,20,0,0,,0,85
4591166.566,71,Female,Not in labor force,,,Friday,0,-1,0,45,600,90,0,0,0,0,0,0,0,0,60,605,0,40,0,0,,0,0
9486994.316,61,Female,Employed - at work,,Employed,Wednesday,0,-1,0,0,510,345,0,0,480,0,0,0,0,0,45,60,0,0,0,0,,0,0
3075339.251,31,Female,Not in labor force,No,Employed,Sunday,0,-1,765,60,565,40,5,0,0,0,275,0,0,0,15,455,0,0,0,0,,10,15
2356821.938,46,Female,Employed - at work,No,Employed,Saturday,0,-1,900,70,510,95,5,25,0,0,30,0,0,0,60,67,163,10,0,0,,405,0
7665093.339,58,Female,Employed - at work,,Employed,Friday,0,-1,0,0,570,320,0,0,0,0,50,0,0,0,100,240,90,0,0,0,,70,0
1302435.187,70,Female,Not in labor force,,,Sunday,0,-1,0,40,660,165,0,0,0,0,0,0,0,0,65,510,0,0,0,0,,0,0
9870561.22,61,Female,Not in labor force,,Unemployed,Tuesday,0,-1,0,40,540,225,0,20,0,0,0,0,0,0,15,540,0,20,20,20,,0,0
6076246.135,57,Female,Employed - at work,,Employed,Saturday,0,-1,0,0,630,160,0,0,0,0,120,0,0,0,75,355,0,0,0,0,,100,0
8385256.262,46,Female,Employed - at work,No,Employed,Thursday,0,-1,0,20,655,120,0,0,337,0,0,0,0,0,60,240,0,0,0,0,,8,0
11687728.01,61,Female,Employed - at work,,Employed,Friday,0,-1,0,45,510,60,0,0,420,0,0,0,0,0,45,255,0,0,45,0,,60,0
26372595.12,18,Female,Not in labor force,Yes,,Monday,0,-1,0,65,620,0,0,0,0,530,0,0,0,0,30,60,45,45,0,0,,45,0
3596098.599,46,Female,Not in labor force,No,Employed,Sunday,0,-1,645,20,655,200,80,0,0,0,30,0,0,0,40,330,60,0,0,0,,25,0
8774444.9,53,Female,Employed - at work,,Employed,Tuesday,0,-1,0,60,450,92,30,0,505,5,0,0,0,0,80,118,0,0,0,90,,10,0
6553737.697,34,Female,Employed - at work,No,Employed,Monday,0,-1,753,158,525,185,87,0,93,0,51,90,0,0,70,60,0,0,0,0,,121,0
21903658.84,35,Female,Not in labor force,No,,Friday,0,-1,0,45,665,0,0,0,0,0,0,0,0,0,10,720,0,0,0,0,,0,0
8625107.499,69,Female,Not in labor force,,Unemployed,Saturday,0,-1,0,60,540,410,120,0,0,0,0,0,0,0,90,100,0,0,0,0,,0,120
2335573.664,57,Female,Employed - at work,,,Saturday,0,-1,0,0,600,135,0,0,210,0,60,0,0,0,60,195,60,0,0,60,,60,0
1745233.289,66,Female,Not in labor force,,,Saturday,0,-1,0,30,480,40,0,25,0,0,30,0,0,0,30,365,0,60,90,1,,120,169
2538563.855,39,Female,Employed - at work,No,Employed,Sunday,0,-1,720,60,480,45,90,0,0,120,0,0,0,0,140,325,0,160,0,0,,20,0
6269902.876,29,Female,Employed - at work,Yes,,Tuesday,0,-1,0,45,605,45,0,0,0,440,0,0,0,0,30,135,45,0,0,60,,35,0
12618666.72,22,Female,Not in labor force,Yes,,Saturday,0,-1,0,120,580,15,0,0,0,210,230,0,0,0,35,120,0,0,0,0,,130,0
11956581.17,22,Female,Employed - at work,No,,Tuesday,0,-1,165,50,750,75,33,0,382,0,0,0,0,0,10,80,0,0,0,0,,60,0
12011065.58,39,Female,Employed - at work,No,,Friday,0,-1,115,40,380,0,6,0,508,0,20,0,0,0,25,326,0,0,0,0,,135,0
8662276.768,35,Female,Employed - at work,No,,Saturday,0,-1,0,30,690,195,0,0,0,0,0,0,0,0,65,460,0,0,0,0,,0,0
2292522.874,49,Female,Employed - at work,No,Employed,Saturday,0,-1,0,0,510,150,0,0,480,0,0,0,0,0,60,240,0,0,0,0,,0,0
